Código IBGE;Município;Meso Região;Micro Região;Praça Pagamento
3100104;Abadia dos Dourados;Triângulo Mineiro/Alto Paranaíba;Patrocínio;Coromandel
3100203;Abaeté;Central Mineira;Três Marias;Abaeté
315550410;Abaeté dos Mendes;Triângulo Mineiro/Alto Paranaíba;Patos de Minas;Rio Paranaíba
316210407;Abaeté dos Venâncios;Triângulo Mineiro/Alto Paranaíba;Patos de Minas;São Gotardo
313840110;Abaíba;Zona da Mata;Cataguases;Leopoldina
3100302;Abre Campo;Zona da Mata;Manhuaçu;Abre Campo
310210010;Abreus;Zona da Mata;Viçosa;Alto Rio Doce
3100401;Acaiaca;Zona da Mata;Ponte Nova;Ponte Nova
313190110;Acuruí;Metropolitana de Belo Horizonte;Ouro Preto;Itabirito
310850310;Adão Colares;Norte de Minas;Grão Mogol;Grão Mogol
3100807;Aguanil;Oeste de Minas;Campo Belo;Campo Belo
3101102;Aimorés;Vale do Rio Doce;Aimorés;Aimorés
314830110;Airões;Zona da Mata;Viçosa;Viçosa
3101201;Aiuruoca;Sul/Sudoeste de Minas;Andrelândia;Aiuruoca
3101300;Alagoa;Sul/Sudoeste de Minas;São Lourenço;Itamonte
3101409;Albertina;Sul/Sudoeste de Minas;Poços de Caldas;Jacutinga
314050610;Alberto Isaacson;Central Mineira;Bom Despacho;Martinho Campos
312610910;Albertos;Oeste de Minas;Formiga;Formiga
312083910;Aldeia;Vale do Rio Doce;Aimorés;Conselheiro Pena
311930210;Alegre;Triângulo Mineiro/Alto Paranaíba;Patrocínio;Coromandel
316760810;Alegria;Zona da Mata;Manhuaçu;Manhuaçu
313440010;Alexandrita;Triângulo Mineiro/Alto Paranaíba;Frutal;Iturama
3101607;Alfenas;Sul/Sudoeste de Minas;Alfenas;Alfenas
3901607;Alfenas II;Sul/Sudoeste de Minas;Alfenas;Alfenas
3101631;Alfredo Vasconcelos;Campo das Vertentes;Barbacena;Barbacena
313460810;Almeida;Metropolitana de Belo Horizonte;Sete Lagoas;Jaboticatubas
3101706;Almenara;Jequitinhonha;Almenara;Almenara
3101805;Alpercata;Vale do Rio Doce;Governador Valadares;Governador Valadares
3101904;Alpinópolis;Sul/Sudoeste de Minas;Passos;Alpinópolis
3102001;Alterosa;Sul/Sudoeste de Minas;Alfenas;Areado
310730720;Alto Belo;Norte de Minas;Bocaiúva;Bocaiúva
3102050;Alto Caparaó;Zona da Mata;Manhuaçu;Manhumirim
312770110;Alto de Santa Helena;Vale do Rio Doce;Governador Valadares;Governador Valadares
310110210;Alto do Capim;Vale do Rio Doce;Aimorés;Aimorés
3153509;Alto Jequitibá;Zona da Mata;Manhuaçu;Manhumirim
311800710;Alto Maranhão;Metropolitana de Belo Horizonte;Conselheiro Lafaiete;Congonhas
315950607;Alto Pião;Vale do Rio Doce;Aimorés;Resplendor
3102100;Alto Rio Doce;Zona da Mata;Viçosa;Alto Rio Doce
316820010;Altolândia;Oeste de Minas;Piuí;Bambuí
3102209;Alvarenga;Vale do Rio Doce;Aimorés;Conselheiro Pena
311880910;Alvação;Norte de Minas;Montes Claros;Coração de Jesus
3102308;Alvinópolis;Metropolitana de Belo Horizonte;Itabira;Alvinópolis
311330510;Alvorada;Zona da Mata;Muriaé;Carangola
3102407;Alvorada de Minas;Metropolitana de Belo Horizonte;Conceição do Mato Dentro;Serro
3101508;Além Paraíba;Zona da Mata;Cataguases;Além Paraíba
3001508;Além Paraíba II;Zona da Mata;Cataguases;Além Paraíba
310500410;Amanda;Metropolitana de Belo Horizonte;Sete Lagoas;Sete Lagoas
310350410;Amanhece;Triângulo Mineiro/Alto Paranaíba;Uberlândia;Araguari
314610710;Amarantina;Metropolitana de Belo Horizonte;Ouro Preto;Ouro Preto
3102506;Amparo da Serra;Zona da Mata;Viçosa;Ponte Nova
3102506;Amparo do Serra;Zona da Mata;Viçosa;Ponte Nova
312410410;Andiroba;Metropolitana de Belo Horizonte;Belo Horizonte;Esmeraldas
3102605;Andradas;Sul/Sudoeste de Minas;Poços de Caldas;Andradas
3102803;Andrelândia;Sul/Sudoeste de Minas;Andrelândia;Andrelândia
316935610;Andrequicé;Central Mineira;Três Marias;Três Marias
315410110;Angaturama;Zona da Mata;Cataguases;Leopoldina
3102852;Angelândia;Jequitinhonha;Capelinha;Capelinha
310860210;Angicos de Minas;Norte de Minas;Montes Claros;Brasília de Minas
312090410;Angueretá;Central Mineira;Curvelo;Curvelo
310150810;Angustura;Zona da Mata;Cataguases;Além Paraíba
313020010;Antunes;Oeste de Minas;Divinópolis;Pará de Minas
3102902;Antônio Carlos;Campo das Vertentes;Barbacena;Barbacena
3103009;Antônio Dias;Vale do Rio Doce;Ipatinga;Coronel Fabriciano
311000410;Antônio dos Santos;Metropolitana de Belo Horizonte;Belo Horizonte;Caeté
312675210;Antônio Ferreira;Vale do Mucuri;Teófilo Otoni;Malacacheta
314610715;Antônio Pereira;Metropolitana de Belo Horizonte;Ouro Preto;Ouro Preto
3103108;Antônio Prado de Minas;Zona da Mata;Muriaé;Eugenópolis
312710710;Aparecida de Minas;Triângulo Mineiro/Alto Paranaíba;Frutal;Frutal
314330208;Aparecida do Mundo Novo;Norte de Minas;Montes Claros;Montes Claros
311530007;Aracati de Minas;Zona da Mata;Cataguases;Cataguases
3103306;Aracitaba;Zona da Mata;Juiz de Fora;Santos Dumont
3103504;Araguari;Triângulo Mineiro/Alto Paranaíba;Uberlândia;Araguari
310050010;Aramirim;Vale do Rio Doce;Ipatinga;Açucena
310900610;Aranha;Metropolitana de Belo Horizonte;Belo Horizonte;Brumadinho
3103603;Arantina;Sul/Sudoeste de Minas;Andrelândia;Andrelândia
3103702;Araponga;Zona da Mata;Viçosa;Ervália
3103751;Araporã;Triângulo Mineiro/Alto Paranaíba;Uberlândia;Tupaciguara
3103801;Arapuá;Triângulo Mineiro/Alto Paranaíba;Patos de Minas;Rio Paranaíba
3104007;Araxá;Triângulo Mineiro/Alto Paranaíba;Araxá;Araxá
314870710;Araçaji de Minas;Jequitinhonha;Pedra Azul;Pedra Azul
3103207;Araçaí;Metropolitana de Belo Horizonte;Sete Lagoas;Paraopeba
3103405;Araçuaí;Jequitinhonha;Araçuaí;Araçuaí
3103900;Araújos;Central Mineira;Bom Despacho;Nova Serrana
312810510;Araúna;Sul/Sudoeste de Minas;Varginha;Guapé
3104106;Arceburgo;Sul/Sudoeste de Minas;São Sebastião do Paraíso;Monte Santo de Minas
3104205;Arcos;Oeste de Minas;Formiga;Arcos
316250010;Arcângelo;Campo das Vertentes;São João Del Rei;São João del Rei
3104304;Areado;Sul/Sudoeste de Minas;Alfenas;Areado
312950910;Argenita;Triângulo Mineiro/Alto Paranaíba;Araxá;Ibiá
3104403;Argirita;Zona da Mata;Cataguases;Leopoldina
3104452;Aricanduva;Jequitinhonha;Capelinha;Itamarandiba
3104502;Arinos;Noroeste de Minas;Unaí;Arinos
311880913;Aristides Batista;Norte de Minas;Montes Claros;Coração de Jesus
314710510;Ascensão;Metropolitana de Belo Horizonte;Pará de Minas;Pará de Minas
315190910;Assaraí;Vale do Rio Doce;Aimorés;Ipanema
3104601;Astolfo Dutra;Zona da Mata;Ubá;Cataguases
3104700;Ataléia;Vale do Mucuri;Teófilo Otoni;Teófilo Otoni
3104809;Augusto de Lima;Central Mineira;Curvelo;Abadia dos Dourados
313470707;Avaí do Jacinto;Jequitinhonha;Almenara;Jacinto
314070410;Azurita;Metropolitana de Belo Horizonte;Belo Horizonte;Mateus Leme
3100500;Açucena;Vale do Rio Doce;Ipatinga;Açucena
312120910;Babilônia;Sul/Sudoeste de Minas;Passos;Cássia
3104908;Baependi;Sul/Sudoeste de Minas;São Lourenço;Baependi
312770115;Baguari;Vale do Rio Doce;Governador Valadares;Governador Valadares
314180106;Baixa Quente;Jequitinhonha;Capelinha;Minas Novas
312180308;Baixa Verde;Metropolitana de Belo Horizonte;Itabira;São Domingos do Prata
312610915;Baiões;Oeste de Minas;Formiga;Formiga
3105004;Baldim;Metropolitana de Belo Horizonte;Sete Lagoas;Sete Lagoas
3105103;Bambuí;Oeste de Minas;Piuí;Bambuí
3105202;Bandeira;Jequitinhonha;Almenara;Almenara
3105301;Bandeira do Sul;Sul/Sudoeste de Minas;Poços de Caldas;Campestre
314000110;Bandeirantes;Metropolitana de Belo Horizonte;Ouro Preto;Mariana
3105608;Barbacena;Campo das Vertentes;Barbacena;Barbacena
313130710;Barra Alegre;Vale do Rio Doce;Ipatinga;Ipatinga
315190915;Barra da Figueira;Vale do Rio Doce;Aimorés;Ipanema
313065510;Barra de Alegria;Norte de Minas;Salinas;Taiobeiras
313960710;Barra do Ariranha;Vale do Rio Doce;Mantena;Mantena
311840315;Barra do Cuieté;Vale do Rio Doce;Aimorés;Conselheiro Pena
311950007;Barra do Salinas;Jequitinhonha;Araçuaí;Araçuaí
315720310;Barra Feliz;Metropolitana de Belo Horizonte;Itabira;Santa Bárbara
314170211;Barra Grande de Mesquita;Vale do Rio Doce;Ipatinga;Mesquita
3105707;Barra Longa;Zona da Mata;Ponte Nova;Ponte Nova
310160710;Barranco Alto;Sul/Sudoeste de Minas;Alfenas;Alfenas
310620025;Barreiro;Metropolitana de Belo Horizonte;Belo Horizonte;Belo Horizonte
311547410;Barreiro Branco;Norte de Minas;Janaúba;Porteirinha
313510010;Barreiro da Raiz;Norte de Minas;Janaúba;Janaúba
310230807;Barretos de Alvinópolis;Metropolitana de Belo Horizonte;Itabira;Alvinópolis
313925010;Barrinha;Norte de Minas;Janaúba;Espinosa
312780010;Barrocão;Norte de Minas;Grão Mogol;Grão Mogol
3105905;Barroso;Campo das Vertentes;Barbacena;Barroso
3105400;Barão de Cocais;Metropolitana de Belo Horizonte;Itabira;Barão de Cocais
3105509;Barão de Monte Alto;Zona da Mata;Muriaé;Palma
3105509;Barão do Monte Alto;Zona da Mata;Muriaé;Palma
313190115;Bação;Metropolitana de Belo Horizonte;Ouro Preto;Itabirito
312470810;Baú;Central Mineira;Bom Despacho;Dores do Indaiá
3106002;Bela Vista de Minas;Metropolitana de Belo Horizonte;Itabira;Nova Era
314390610;Belisário;Zona da Mata;Muriaé;Muriaé
3106101;Belmiro Braga;Zona da Mata;Juiz de Fora;Matias Barbosa
3106200;Belo Horizonte;Metropolitana de Belo Horizonte;Belo Horizonte;Belo Horizonte
3106309;Belo Oriente;Vale do Rio Doce;Ipatinga;Açucena
3106408;Belo Vale;Metropolitana de Belo Horizonte;Itaguara;Belo Vale
311910408;Beltrão;Central Mineira;Curvelo;Corinto
315450710;Bem-Querer;Norte de Minas;Janaúba;Porteirinha
317000810;Bentópolis de Minas;Norte de Minas;Montes Claros;Brasilândia de Minas
3106507;Berilo;Jequitinhonha;Capelinha;Minas Novas
3106655;Berizal;Norte de Minas;Salinas;Taiobeiras
3106606;Bertópolis;Vale do Mucuri;Nanuque;Águas Formosas
3106705;Betim;Metropolitana de Belo Horizonte;Belo Horizonte;Betim
3106804;Bias Fortes;Zona da Mata;Juiz de Fora;Barbacena
3106903;Bicas;Zona da Mata;Juiz de Fora;Bicas
3906903;Bicas II;Zona da Mata;Juiz de Fora;Mar de Espanha
315400210;Bicuíba;Zona da Mata;Ponte Nova;Raul Soares
3107000;Biquinhas;Central Mineira;Três Marias;Morada Nova de Minas
313540710;Bituri;Metropolitana de Belo Horizonte;Itaguara;Entre Rios de Minas
3107109;Boa Esperança;Sul/Sudoeste de Minas;Varginha;Boa Esperança
3907109;Boa Esperança II;Sul/Sudoeste de Minas;Varginha;Boa Esperança
314390615;Boa Família;Zona da Mata;Muriaé;Muriaé
313180210;Boa União de Itabirinha;Vale do Rio Doce;Mantena;Mantena
313665210;Boa Vista da Serra;Metropolitana de Belo Horizonte;Belo Horizonte;Mateus Leme
314520810;Boa Vista de Minas;Oeste de Minas;Divinópolis;Nova Serrana
3107208;Bocaina de Minas;Sul/Sudoeste de Minas;Andrelândia;Aiuruoca
3107307;Bocaiúva;Norte de Minas;Bocaiúva;Bocaiúva
3107406;Bom Despacho;Central Mineira;Bom Despacho;Bom Despacho
3107505;Bom Jardim de Minas;Sul/Sudoeste de Minas;Andrelândia;Andrelândia
314390620;Bom Jesus da Cachoeira;Zona da Mata;Muriaé;Muriaé
3107604;Bom Jesus da Penha;Sul/Sudoeste de Minas;Passos;Nova Resende
312960815;Bom Jesus da Vereda;Norte de Minas;Pirapora;Coração de Jesus
315765810;Bom Jesus da Vitória;Vale do Mucuri;Nanuque;Águas Formosas
311420408;Bom Jesus de Angicos;Oeste de Minas;Divinópolis;Carmo do Cajuru
317050310;Bom Jesus de Cardosos;Zona da Mata;Ponte Nova;Jequeri
3107703;Bom Jesus do Amparo;Metropolitana de Belo Horizonte;Itabira;Barão de Cocais
310630906;Bom Jesus do Bagre;Vale do Rio Doce;Ipatinga;Açucena
312200910;Bom Jesus do Divino;Zona da Mata;Muriaé;Divino
3107802;Bom Jesus do Galho;Vale do Rio Doce;Caratinga;Caratinga
312595210;Bom Jesus do Madeira;Zona da Mata;Muriaé;Carangola
313090307;Bom Jesus do Rio Preto;Vale do Rio Doce;Caratinga;Inhapim
315940710;Bom Jesus do Vermelho;Zona da Mata;Juiz de Fora;Barbacena
315430910;Bom Pastor;Vale do Rio Doce;Aimorés;Resplendor
3107901;Bom Repouso;Sul/Sudoeste de Minas;Pouso Alegre;Cambuí
315730210;Bom Retiro;Campo das Vertentes;Barbacena;Barbacena
3108008;Bom Sucesso;Oeste de Minas;Oliveira;Bom Sucesso
314800410;Bom Sucesso de Patos;Triângulo Mineiro/Alto Paranaíba;Patos de Minas;Patos de Minas
312965710;Bonança;Norte de Minas;Montes Claros;São João da Ponte
3108107;Bonfim;Metropolitana de Belo Horizonte;Itaguara;Bonfim
310570715;Bonfim da Barra;Zona da Mata;Ponte Nova;Ponte Nova
3108206;Bonfinópolis de Minas;Noroeste de Minas;Unaí;Bonfinópolis de Minas
3108255;Bonito de Minas;Norte de Minas;Januária;Januária
312590310;Borba Gato;Metropolitana de Belo Horizonte;Itabira;Ferros
3108305;Borda da Mata;Sul/Sudoeste de Minas;Pouso Alegre;Borda da Mata
3108404;Botelhos;Sul/Sudoeste de Minas;Poços de Caldas;Botelhos
3108503;Botumirim;Norte de Minas;Grão Mogol;Grão Mogol
3108552;Brasilândia de Minas;Noroeste de Minas;Paracatu;João Pinheiro
3108602;Brasília de Minas;Norte de Minas;Montes Claros;Brasília de Minas
3108909;Brasópolis;Sul/Sudoeste de Minas;Itajubá;Brasópolis
3108909;Brazópolis;Sul/Sudoeste de Minas;Itajubá;Brazópolis
3108800;Braúnas;Vale do Rio Doce;Guanhães;Mesquita
312770120;Brejaubinha;Vale do Rio Doce;Governador Valadares;Governador Valadares
311750410;Brejaúba;Metropolitana de Belo Horizonte;Conceição do Mato Dentro;Conceição do Mato Dentro
312070610;Brejo Bonito;Triângulo Mineiro/Alto Paranaíba;Patrocínio;Patrocínio
315820107;Brejo de Minas;Vale do Rio Doce;Peçanha;Santa Maria do Suaçuí
313520915;Brejo do Amparo;Norte de Minas;Januária;Januária
317090912;Brejo do Mutambal;Norte de Minas;Montes Claros;São João da Ponte
3109006;Brumadinho;Metropolitana de Belo Horizonte;Belo Horizonte;Brumadinho
315720315;Brumal;Metropolitana de Belo Horizonte;Itabira;Santa Bárbara
3108701;Brás Pires;Zona da Mata;Viçosa;Senador Firmino
311830410;Buarque de Macedo;Metropolitana de Belo Horizonte;Conselheiro Lafaiete;Conselheiro Lafaiete
311840320;Bueno;Vale do Rio Doce;Aimorés;Conselheiro Pena
3109105;Bueno Brandão;Sul/Sudoeste de Minas;Pouso Alegre;Bueno Brandão
3109204;Buenópolis;Central Mineira;Curvelo;Buenópolis
3109253;Bugre;Vale do Rio Doce;Caratinga;Inhapim
3109303;Buritis;Noroeste de Minas;Unaí;Buritis
3109402;Buritizeiro;Norte de Minas;Pirapora;Pirapora
313630610;Caatinga;Noroeste de Minas;Paracatu;João Pinheiro
3109451;Cabeceira Grande;Noroeste de Minas;Unaí;Unaí
3109501;Cabo Verde;Sul/Sudoeste de Minas;São Sebastião do Paraíso;Cabo Verde
310550910;Cachoeira Alegre;Zona da Mata;Muriaé;Palma
3109600;Cachoeira da Prata;Metropolitana de Belo Horizonte;Sete Lagoas;Sete Lagoas
3109709;Cachoeira de Minas;Sul/Sudoeste de Minas;Santa Rita do Sapucaí;Cachoeira de Minas
3102704;Cachoeira de Pajeú;Jequitinhonha;Pedra Azul;Pedra Azul
317130315;Cachoeira de Santa Cruz;Zona da Mata;Viçosa;Viçosa
314000115;Cachoeira do Brumado;Metropolitana de Belo Horizonte;Ouro Preto;Mariana
314610720;Cachoeira do Campo;Metropolitana de Belo Horizonte;Ouro Preto;Ouro Preto
310940210;Cachoeira do Manteiga;Norte de Minas;Pirapora;Pirapora
311610010;Cachoeira do Norte;Jequitinhonha;Capelinha;Capelinha
316870510;Cachoeira do Vale;Vale do Rio Doce;Ipatinga;Timóteo
3109808;Cachoeira Dourada;Triângulo Mineiro/Alto Paranaíba;Ituiutaba;Capinópolis
311980710;Cachoeirinha;Oeste de Minas;Piuí;Luz
313540715;Caetano Lopes;Metropolitana de Belo Horizonte;Itaguara;Entre Rios de Minas
3109907;Caetanópolis;Metropolitana de Belo Horizonte;Sete Lagoas;Paraopeba
3110004;Caeté;Metropolitana de Belo Horizonte;Belo Horizonte;Caeté
316840807;Café-Mirim;Vale do Rio Doce;Caratinga;Tarumirim
3110103;Caiana;Zona da Mata;Muriaé;Espera Feliz
315110710;Caiapó;Zona da Mata;Cataguases;Pirapetinga
316880412;Caixa D'Água da Esperança;Campo das Vertentes;São João Del Rei;São João del Rei
3110202;Cajuri;Zona da Mata;Viçosa;Viçosa
3110301;Caldas;Sul/Sudoeste de Minas;Poços de Caldas;Caldas
315430915;Calixto;Vale do Rio Doce;Aimorés;Resplendor
3110400;Camacho;Oeste de Minas;Formiga;Itapecerica
3110509;Camanducaia;Sul/Sudoeste de Minas;Pouso Alegre;Camanducaia
314000120;Camargos;Metropolitana de Belo Horizonte;Ouro Preto;Mariana
3110707;Cambuquira;Sul/Sudoeste de Minas;São Lourenço;Cambuquira
3110608;Cambuí;Sul/Sudoeste de Minas;Pouso Alegre;Cambuí
3110905;Campanha;Sul/Sudoeste de Minas;Varginha;Campanha
3110806;Campanário;Vale do Rio Doce;Governador Valadares;Itambacuri
3111002;Campestre;Sul/Sudoeste de Minas;Poços de Caldas;Campestre
310260515;Campestrinho;Sul/Sudoeste de Minas;Poços de Caldas;Andradas
3111101;Campina Verde;Triângulo Mineiro/Alto Paranaíba;Frutal;Campina Verde
312965715;Campo Alegre de Minas;Norte de Minas;Montes Claros;São João da Ponte
315430920;Campo Alegre de Minas;Vale do Rio Doce;Aimorés;Resplendor
3111150;Campo Azul;Norte de Minas;Montes Claros;Brasília de Minas
3111200;Campo Belo;Oeste de Minas;Campo Belo;Campo Belo
3111309;Campo do Meio;Sul/Sudoeste de Minas;Varginha;Campos Gerais
3111408;Campo Florido;Triângulo Mineiro/Alto Paranaíba;Uberaba;Uberaba
317090915;Campo Redondo;Norte de Minas;Montes Claros;São João da Ponte
3111507;Campos Altos;Triângulo Mineiro/Alto Paranaíba;Araxá;Campos Altos
3111606;Campos Gerais;Sul/Sudoeste de Minas;Varginha;Campos Gerais
3111903;Cana Verde;Oeste de Minas;Campo Belo;Perdões
313630615;Canabrava;Noroeste de Minas;Paracatu;João Pinheiro
312670310;Canabrava;Norte de Minas;Montes Claros;Francisco Sá
316890310;Canastrão;Triângulo Mineiro/Alto Paranaíba;Patos de Minas;Tiros
3111705;Canaã;Zona da Mata;Viçosa;Viçosa
3112000;Candeias;Oeste de Minas;Campo Belo;Candeias
315440807;Canjamba;Campo das Vertentes;Barbacena;Barbacena
316170010;Canoeiros;Noroeste de Minas;Paracatu;Patos de Minas
3112059;Cantagalo;Vale do Rio Doce;Peçanha;Peçanha
3111804;Canápolis;Triângulo Mineiro/Alto Paranaíba;Uberlândia;Canápolis
3112109;Caparaó;Zona da Mata;Manhuaçu;Espera Feliz
3112208;Capela Nova;Campo das Vertentes;Barbacena;Carandaí
3112307;Capelinha;Jequitinhonha;Capelinha;Capelinha
3112406;Capetinga;Sul/Sudoeste de Minas;Passos;Cássia
3112505;Capim Branco;Metropolitana de Belo Horizonte;Sete Lagoas;Matozinhos
3112604;Capinópolis;Triângulo Mineiro/Alto Paranaíba;Ituiutaba;Capinópolis
314270030;Capitania;Norte de Minas;Januária;Montalvânia
3112653;Capitão Andrade;Vale do Rio Doce;Governador Valadares;Itanhomi
3112703;Capitão Enéas;Norte de Minas;Montes Claros;Francisco Sá
3112802;Capitólio;Sul/Sudoeste de Minas;Passos;Piumhi
3112901;Caputira;Zona da Mata;Manhuaçu;Abre Campo
3113107;Caranaíba;Campo das Vertentes;Barbacena;Carandaí
3113206;Carandaí;Campo das Vertentes;Barbacena;Carandaí
3113305;Carangola;Zona da Mata;Muriaé;Carangola
3113404;Caratinga;Vale do Rio Doce;Caratinga;Caratinga
3113008;Caraí;Jequitinhonha;Araçuaí;Novo Cruzeiro
3113503;Carbonita;Jequitinhonha;Capelinha;Itamarandiba
3113602;Careaçu;Sul/Sudoeste de Minas;Santa Rita do Sapucaí;São Gonçalo do Sapucaí
314710515;Carioca;Metropolitana de Belo Horizonte;Pará de Minas;Pará de Minas
316290610;Carlos Alves;Zona da Mata;Juiz de Fora;São João Nepomuceno
3113701;Carlos Chagas;Vale do Mucuri;Nanuque;Carlos Chagas
3113909;Carmo da Cachoeira;Sul/Sudoeste de Minas;Varginha;Varginha
3114006;Carmo da Mata;Oeste de Minas;Oliveira;Carmo da Mata
3114105;Carmo de Minas;Sul/Sudoeste de Minas;São Lourenço;Carmo de Minas
3114204;Carmo do Cajuru;Oeste de Minas;Divinópolis;Carmo do Cajuru
3114303;Carmo do Paranaíba;Triângulo Mineiro/Alto Paranaíba;Patos de Minas;Carmo do Paranaíba
3114402;Carmo do Rio Claro;Sul/Sudoeste de Minas;Alfenas;Carmo do Rio Claro
3113800;Carmésia;Vale do Rio Doce;Guanhães;Extrema
3114501;Carmópolis de Minas;Oeste de Minas;Oliveira;Carmópolis de Minas
3114550;Carneirinho;Triângulo Mineiro/Alto Paranaíba;Frutal;Iturama
3114600;Carrancas;Campo das Vertentes;Lavras;Itumirim
315670010;Carvalho de Brito;Metropolitana de Belo Horizonte;Belo Horizonte;Sabará
3114808;Carvalhos;Sul/Sudoeste de Minas;Andrelândia;Aiuruoca
3114709;Carvalhópolis;Sul/Sudoeste de Minas;Alfenas;Machado
3114907;Casa Grande;Metropolitana de Belo Horizonte;Conselheiro Lafaiete;Conselheiro Lafaiete
3115003;Cascalho Rico;Triângulo Mineiro/Alto Paranaíba;Uberlândia;Estrela do Sul
311530010;Cataguarino;Zona da Mata;Cataguases;Cataguases
3115300;Cataguases;Zona da Mata;Cataguases;Cataguases
316030610;Catajás;Jequitinhonha;Almenara;Jacinto
3115359;Catas Altas;Metropolitana de Belo Horizonte;Itabira;Santa Bárbara
3115409;Catas Altas da Noruega;Metropolitana de Belo Horizonte;Conselheiro Lafaiete;Conselheiro Lafaiete
316680810;Catiara;Triângulo Mineiro/Alto Paranaíba;Patrocínio;Patrocínio
3115458;Catuji;Vale do Mucuri;Teófilo Otoni;Novo Cruzeiro
312670315;Catuni;Norte de Minas;Montes Claros;Francisco Sá
316920810;Catuné;Zona da Mata;Muriaé;Tombos
3115474;Catuti;Norte de Minas;Janaúba;Porteirinha
314030815;Cava Grande;Vale do Rio Doce;Ipatinga;Timóteo
3115508;Caxambu;Sul/Sudoeste de Minas;São Lourenço;Caxambu
3915508;Caxambu II;Sul/Sudoeste de Minas;São Lourenço;Caxambu
316970310;Caçaratiba;Jequitinhonha;Capelinha;Turmalina
311270310;Caçarema;Norte de Minas;Montes Claros;Francisco Sá
3115607;Cedro do Abaeté;Central Mineira;Três Marias;Abaeté
314400310;Centenário;Vale do Rio Doce;Aimorés;Mutum
3115706;Central de Minas;Vale do Rio Doce;Mantena;Mantena
312210810;Central de Santa Helena;Vale do Rio Doce;Governador Valadares;Galiléia
3115805;Centralina;Triângulo Mineiro/Alto Paranaíba;Uberlândia;Canápolis
310830510;Cervo;Sul/Sudoeste de Minas;Pouso Alegre;Borda da Mata
3116001;Chalé;Zona da Mata;Manhuaçu;Lajinha
312480710;Chapada de Minas;Triângulo Mineiro/Alto Paranaíba;Patrocínio;Estrela do Sul
3116100;Chapada do Norte;Jequitinhonha;Capelinha;Capelinha
3116159;Chapada Gaúcha;Norte de Minas;Januária;Arinos
315980310;Chaveslândia;Triângulo Mineiro/Alto Paranaíba;Ituiutaba;Santa Vitória
3116209;Chiador;Zona da Mata;Juiz de Fora;Mar de Espanha
312770125;Chonim de Cima;Vale do Rio Doce;Governador Valadares;Governador Valadares
312770128;Chonin de Baixo;Vale do Rio Doce;Governador Valadares;Governador Valadares
314800415;Chumbo;Triângulo Mineiro/Alto Paranaíba;Patos de Minas;Patos de Minas
3115904;Chácara;Zona da Mata;Juiz de Fora;Juiz de Fora
3116308;Cipotânea;Zona da Mata;Viçosa;Alto Rio Doce
314670110;Cisneiros;Zona da Mata;Cataguases;Palma
3116407;Claraval;Sul/Sudoeste de Minas;Passos;Ibiraci
317100610;Claro de Minas;Noroeste de Minas;Paracatu;Vazante
3116506;Claro dos Poções;Norte de Minas;Montes Claros;Montes Claros
3116605;Cláudio;Oeste de Minas;Divinópolis;Cláudio
314000125;Cláudio Manuel;Metropolitana de Belo Horizonte;Ouro Preto;Mariana
310540010;Cocais;Metropolitana de Belo Horizonte;Itabira;Barão de Cocais
314230410;Coco;Metropolitana de Belo Horizonte;Itaguara;Belo Vale
3116704;Coimbra;Zona da Mata;Viçosa;Viçosa
3116803;Coluna;Vale do Rio Doce;Guanhães;São João Evangelista
310560807;Colônia Rodrigo Silva;Campo das Vertentes;Barbacena;Barbacena
3116902;Comendador Gomes;Triângulo Mineiro/Alto Paranaíba;Frutal;Frutal
3117009;Comercinho;Jequitinhonha;Pedra Azul;Medina
3117108;Conceição da Aparecida;Sul/Sudoeste de Minas;Alfenas;Carmo do Rio Claro
3115201;Conceição da Barra de Minas;Campo das Vertentes;São João Del Rei;São João del Rei
315410115;Conceição da Boa Vista;Zona da Mata;Cataguases;Leopoldina
312750310;Conceição da Brejaúba;Vale do Rio Doce;Guanhães;Virginópolis
313860910;Conceição da Ibitipoca;Zona da Mata;Juiz de Fora;Lima Duarte
3117306;Conceição das Alagoas;Triângulo Mineiro/Alto Paranaíba;Uberaba;Conceição das Alagoas
316165015;Conceição das Laranjeiras;Vale do Rio Doce;Governador Valadares;Galiléia
3117207;Conceição das Pedras;Sul/Sudoeste de Minas;Santa Rita do Sapucaí;Natércia
3117405;Conceição de Ipanema;Vale do Rio Doce;Aimorés;Ipanema
310900615;Conceição de Itaguá;Metropolitana de Belo Horizonte;Belo Horizonte;Brumadinho
312180310;Conceição de Minas;Metropolitana de Belo Horizonte;Itabira;São Domingos do Prata
315570210;Conceição de Piracicaba;Metropolitana de Belo Horizonte;Itabira;Rio Piracicaba
311920310;Conceição de Tronqueiras;Vale do Rio Doce;Governador Valadares;Peçanha
310110215;Conceição do Capim;Vale do Rio Doce;Aimorés;Aimorés
316070210;Conceição do Formoso;Zona da Mata;Juiz de Fora;Santos Dumont
3117504;Conceição do Mato Dentro;Metropolitana de Belo Horizonte;Conceição do Mato Dentro;Conceição do Mato Dentro
3117603;Conceição do Pará;Oeste de Minas;Divinópolis;Pitangui
315720325;Conceição do Rio Acima;Metropolitana de Belo Horizonte;Itabira;Santa Bárbara
3117702;Conceição do Rio Verde;Sul/Sudoeste de Minas;São Lourenço;Conceição do Rio Verde
3117801;Conceição dos Ouros;Sul/Sudoeste de Minas;Santa Rita do Sapucaí;Cachoeira de Minas
